ID,category_A,category_B,category_C,category_D,category_E,category_F
QCT1000000698,0,0,0,0,0,0
QCT1000000699,0,0,0,0,0,0
QCT1000000700,0,0,0,0,0,0
QCT1000000701,0,0,0,0,0,0
QCT1000000702,0,0,0,0,0,0
QCT1000000703,0,0,0,0,0,0
QCT1000000704,0,0,0,0,0,0
QCT1000000705,0,0,0,0,0,0
QCT1000000706,0,0,0,0,0,0
QCT1000000707,0,0,0,0,0,0
QCT1000000708,0,0,0,0,0,0
QCT1000000709,0,0,0,0,0,0
QCT1000000710,0,0,0,0,0,0
QCT1000000711,0,0,0,0,0,0
QCT1000000712,0,0,0,0,0,0
QCT1000000713,0,0,0,0,0,0
QCT1000000714,1,1,1,1,1,1
QCT1000000715,0,0,0,0,0,0
QCT1000000716,0,0,0,0,0,0
QCT1000000717,0,0,0,0,0,0
QCT1000000718,0,0,0,0,0,0
QCT1000000719,0,0,0,0,0,0
QCT1000000720,0,0,0,0,0,0
QCT1000000721,0,0,0,0,0,0
QCT1000000722,0,0,0,0,0,0
QCT1000000723,0,0,0,0,0,0
QCT1000000724,0,0,0,0,0,0
QCT1000000725,0,0,0,0,0,0
QCT1000000726,0,0,0,0,0,0
QCT1000000727,0,0,0,0,0,0
QCT1000000728,0,0,0,0,0,0
QCT1000000729,0,0,0,0,0,0
QCT1000000730,0,0,0,0,0,0
QCT1000000731,0,0,0,0,0,0
QCT1000000732,0,0,0,0,0,0
QCT1000000733,0,0,0,0,0,0
QCT1000000734,0,0,0,0,0,0
QCT1000000735,0,0,0,0,0,0
QCT1000000736,0,0,0,0,0,0
QCT1000000737,0,0,0,0,0,0
QCT1000000738,0,0,0,0,0,0
QCT1000000739,1,1,1,1,1,1
QCT1000000740,0,0,0,0,0,0
QCT1000000741,0,0,0,0,0,0
QCT1000000742,0,0,0,0,0,0
QCT1000000743,0,0,0,0,0,0
QCT1000000744,0,0,0,0,0,0
QCT1000000745,0,0,0,0,0,0
QCT1000000746,0,0,0,0,0,0
QCT1000000747,0,0,0,0,0,0
QCT1000000748,0,0,0,0,0,0
QCT1000000749,0,0,0,0,0,0
QCT1000000750,0,0,0,0,0,0
QCT1000000751,0,0,0,0,0,0
QCT1000000752,0,0,0,0,0,0
QCT1000000753,0,0,0,0,0,0
QCT1000000754,0,0,0,0,0,0
QCT1000000755,0,0,0,0,0,0
QCT1000000756,0,0,0,0,0,0
QCT1000000757,0,0,0,0,0,0
QCT1000000758,0,0,0,0,0,0
QCT1000000759,0,0,0,0,0,0
QCT1000000760,0,0,0,0,0,0
QCT1000000761,0,0,0,0,0,0
QCT1000000762,0,0,0,0,0,0
QCT1000000763,0,0,0,0,0,0
QCT1000000764,0,0,0,0,0,0
QCT1000000765,0,0,0,0,0,0
QCT1000000766,0,0,0,0,0,0
QCT1000000767,0,0,0,0,0,0
QCT1000000768,0,0,0,0,0,0
QCT1000000769,0,0,0,0,0,0
QCT1000000770,0,0,0,0,0,0
QCT1000000771,0,0,0,0,0,0
QCT1000000772,0,0,0,0,0,0
QCT1000000773,0,0,0,0,0,0
QCT1000000774,0,0,0,0,0,0
QCT1000000775,0,0,0,0,0,0
QCT1000000776,0,0,0,0,0,0
QCT1000000777,0,0,0,0,0,0
QCT1000000778,0,0,0,0,0,0
QCT1000000779,0,0,0,0,0,0
QCT1000000780,0,0,0,0,0,0
QCT1000000781,0,0,0,0,0,0
QCT1000000782,0,0,0,0,0,0
QCT1000000783,0,0,0,0,0,0
QCT1000000784,0,0,0,0,0,0
QCT1000000785,0,0,0,0,0,0
QCT1000000786,0,0,0,0,0,0
QCT1000000787,0,0,0,0,0,0
QCT1000000788,0,0,0,0,0,0
QCT1000000789,0,0,0,0,0,0
QCT1000000790,0,0,0,0,0,0
QCT1000000791,0,0,0,0,0,0
QCT1000000792,0,0,0,0,0,0
QCT1000000793,0,0,0,0,0,0
QCT1000000794,0,0,0,0,0,0
QCT1000000795,0,0,0,0,0,0
QCT1000000796,0,0,0,0,0,0
QCT1000000797,0,0,0,0,0,0
QCT1000000798,0,0,0,0,0,0
QCT1000000799,0,0,0,0,0,0
QCT1000000800,0,0,0,0,0,0
QCT1000000801,0,0,0,0,0,0
QCT1000000802,0,0,0,0,0,0
QCT1000000803,0,0,0,0,0,0
QCT1000000804,0,0,0,0,0,0
QCT1000000805,0,0,0,0,0,0
QCT1000000806,0,0,0,0,0,0
QCT1000000807,0,0,0,0,0,0
QCT1000000808,0,0,0,0,0,0
QCT1000000809,0,0,0,0,0,0
QCT1000000810,0,0,0,0,0,0
QCT1000000811,0,0,0,0,0,0
QCT1000000812,0,0,0,0,0,0
QCT1000000813,0,0,0,0,0,0
QCT1000000814,0,0,0,0,0,0
QCT1000000815,0,0,0,0,0,0
QCT1000000816,0,0,0,0,0,0
QCT1000000817,0,0,0,0,0,0
QCT1000000818,0,0,0,0,0,0
QCT1000000819,0,0,0,0,0,0
QCT1000000820,0,0,0,0,0,0
QCT1000000821,0,0,0,0,0,0
QCT1000000822,0,0,0,0,0,0
QCT1000000823,0,0,0,0,0,0
QCT1000000824,0,0,0,0,0,0
QCT1000000825,0,0,0,0,0,0
QCT1000000826,0,0,0,0,0,0
QCT1000000827,0,0,0,0,0,0
QCT1000000828,0,0,0,0,0,0
QCT1000000829,0,0,0,0,0,0
QCT1000000830,0,0,0,0,0,0
QCT1000000831,0,0,0,0,0,0
QCT1000000832,0,0,0,0,0,0
QCT1000000833,0,0,0,0,0,0
QCT1000000834,0,0,0,0,0,0
QCT1000000835,0,0,0,0,0,0
QCT1000000836,0,0,0,0,0,0
QCT1000000837,0,0,0,0,0,0
QCT1000000838,0,0,0,0,0,0
QCT1000000839,0,0,0,0,0,0
QCT1000000840,0,0,0,0,0,0
QCT1000000841,0,0,0,0,0,0
QCT1000000842,0,0,0,0,0,0
QCT1000000843,0,0,0,0,0,0
QCT1000000844,0,0,0,0,0,0
QCT1000000845,0,0,0,0,0,0
QCT1000000846,0,0,0,0,0,0
QCT1000000847,0,0,0,0,0,0
QCT1000000848,0,0,0,0,0,0
QCT1000000849,0,0,0,0,0,0
QCT1000000850,0,0,0,0,0,0
QCT1000000851,0,0,0,0,0,0
QCT1000000852,0,0,0,0,0,0
QCT1000000853,0,0,0,0,0,0
QCT1000000854,0,0,0,0,0,0
QCT1000000855,0,0,0,0,0,0
QCT1000000856,0,0,0,0,0,0
QCT1000000857,0,0,0,0,0,0
QCT1000000858,0,0,0,0,0,0
QCT1000000859,0,0,0,0,0,0
QCT1000000860,0,0,0,0,0,0
QCT1000000861,0,0,0,0,0,0
QCT1000000862,0,0,0,0,0,0
QCT1000000863,1,1,1,1,1,1
QCT1000000864,0,0,0,0,0,0
QCT1000000865,0,0,0,0,0,0
QCT1000000866,0,0,0,0,0,0
QCT1000000867,0,0,0,0,0,0
QCT1000000868,0,0,0,0,0,0
QCT1000000869,0,0,0,0,0,0
QCT1000000870,0,0,0,0,0,0
QCT1000000871,0,0,0,0,0,0
QCT1000000872,0,0,0,0,0,0
QCT1000000873,0,0,0,0,0,0
QCT1000000874,1,1,1,1,1,1
QCT1000000875,1,1,1,1,1,1
QCT1000000876,0,0,0,0,0,0
QCT1000000877,0,0,0,0,0,0
QCT1000000878,0,0,0,0,0,0
QCT1000000879,1,1,1,1,1,1
QCT1000000880,0,0,0,0,0,0
QCT1000000881,0,0,0,0,0,0
QCT1000000882,0,0,0,0,0,0
QCT1000000883,0,0,0,0,0,0
QCT1000000884,0,0,0,0,0,0
QCT1000000885,0,0,0,0,0,0
QCT1000000886,0,0,0,0,0,0
QCT1000000887,0,0,0,0,0,0
QCT1000000888,0,0,0,0,0,0
QCT1000000889,0,0,0,0,0,0
QCT1000000890,0,0,0,0,0,0
QCT1000000891,0,0,0,0,0,0
QCT1000000892,0,0,0,0,0,0
QCT1000000893,0,0,0,0,0,0
QCT1000000894,0,0,0,0,0,0
QCT1000000895,0,0,0,0,0,0
QCT1000000896,0,0,0,0,0,0
QCT1000000897,0,0,0,0,0,0
QCT1000000898,0,0,0,0,0,0
QCT1000000899,0,0,0,0,0,0
QCT1000000900,0,0,0,0,0,0
QCT1000000901,0,0,0,0,0,0
QCT1000000902,0,0,0,0,0,0
QCT1000000903,0,0,0,0,0,0
QCT1000000904,0,0,0,0,0,0
QCT1000000905,0,0,0,0,0,0
QCT1000000906,0,0,0,0,0,0
QCT1000000907,0,0,0,0,0,0
QCT1000000908,0,0,0,0,0,0
QCT1000000909,0,0,0,0,0,0
QCT1000000910,0,0,0,0,0,0
QCT1000000911,0,0,0,0,0,0
QCT1000000912,1,1,1,1,1,1
QCT1000000913,0,0,0,0,0,0
QCT1000000914,0,0,0,0,0,0
QCT1000000915,0,0,0,0,0,0
QCT1000000916,0,0,0,0,0,0
QCT1000000917,0,0,0,0,0,0
QCT1000000918,0,0,0,0,0,0
QCT1000000919,0,0,0,0,0,0
QCT1000000920,0,0,0,0,0,0
QCT1000000921,0,0,0,0,0,0
QCT1000000922,0,0,0,0,0,0
QCT1000000923,0,0,0,0,0,0
QCT1000000924,0,0,0,0,0,0
QCT1000000925,0,0,0,0,0,0
QCT1000000926,0,0,0,0,0,0
QCT1000000927,0,0,0,0,0,0
QCT1000000928,0,0,0,0,0,0
QCT1000000929,0,0,0,0,0,0
QCT1000000930,0,0,0,0,0,0
QCT1000000931,0,0,0,0,0,0
QCT1000000932,0,0,0,0,0,0
QCT1000000933,0,0,0,0,0,0
QCT1000000934,0,0,0,0,0,0
QCT1000000935,0,0,0,0,0,0
QCT1000000936,0,0,0,0,0,0
QCT1000000937,0,0,0,0,0,0
QCT1000000938,0,0,0,0,0,0
QCT1000000939,0,0,0,0,0,0
QCT1000000940,0,0,0,0,0,0
QCT1000000941,0,0,0,0,0,0
QCT1000000942,0,0,0,0,0,0
QCT1000000943,0,0,0,0,0,0
QCT1000000944,0,0,0,0,0,0
QCT1000000945,0,0,0,0,0,0
QCT1000000946,0,0,0,0,0,0
QCT1000000947,0,0,0,0,0,0
QCT1000000948,0,0,0,0,0,0
QCT1000000949,0,0,0,0,0,0
QCT1000000950,0,0,0,0,0,0
QCT1000000951,0,0,0,0,0,0
QCT1000000952,0,0,0,0,0,0
QCT1000000953,0,0,0,0,0,0
QCT1000000954,0,0,0,0,0,0
QCT1000000955,0,0,0,0,0,0
QCT1000000956,0,0,0,0,0,0
QCT1000000957,0,0,0,0,0,0
QCT1000000958,0,0,0,0,0,0
QCT1000000959,0,0,0,0,0,0
QCT1000000960,0,0,0,0,0,0
QCT1000000961,0,0,0,0,0,0
QCT1000000962,0,0,0,0,0,0
QCT1000000963,0,0,0,0,0,0
QCT1000000964,0,0,0,0,0,0
QCT1000000965,0,0,0,0,0,0
QCT1000000966,0,0,0,0,0,0
QCT1000000967,0,0,0,0,0,0
QCT1000000968,0,0,0,0,0,0
QCT1000000969,0,0,0,0,0,0
QCT1000000970,0,0,0,0,0,0
QCT1000000971,0,0,0,0,0,0
QCT1000000972,0,0,0,0,0,0
QCT1000000973,0,0,0,0,0,0
QCT1000000974,0,0,0,0,0,0
QCT1000000975,0,0,0,0,0,0
QCT1000000976,0,0,0,0,0,0
QCT1000000977,0,0,0,0,0,0
QCT1000000978,0,0,0,0,0,0
QCT1000000979,0,0,0,0,0,0
QCT1000000980,0,0,0,0,0,0
QCT1000000981,0,0,0,0,0,0
QCT1000000982,0,0,0,0,0,0
QCT1000000983,0,0,0,0,0,0
QCT1000000984,0,0,0,0,0,0
QCT1000000985,0,0,0,0,0,0
QCT1000000986,0,0,0,0,0,0
QCT1000000987,0,0,0,0,0,0
QCT1000000988,0,0,0,0,0,0
QCT1000000989,0,0,0,0,0,0
QCT1000000990,0,0,0,0,0,0
QCT1000000991,0,0,0,0,0,0
QCT1000000992,0,0,0,0,0,0
QCT1000000993,0,0,0,0,0,0
QCT1000000994,0,0,0,0,0,0
QCT1000000995,0,0,0,0,0,0
QCT1000000996,0,0,0,0,0,0
QCT1000000997,0,0,0,0,0,0
QCT1000000998,0,0,0,0,0,0
QCT1000000999,0,0,0,0,0,0
QCT1000001000,0,0,0,0,0,0
QCT1000001001,0,0,0,0,0,0
QCT1000001002,0,0,0,0,0,0
QCT1000001003,0,0,0,0,0,0
QCT1000001004,0,0,0,0,0,0
QCT1000001005,0,0,0,0,0,0
QCT1000001006,0,0,0,0,0,0
QCT1000001007,0,0,0,0,0,0
QCT1000001008,0,0,0,0,0,0
QCT1000001009,0,0,0,0,0,0
QCT1000001010,0,0,0,0,0,0
QCT1000001011,0,0,0,0,0,0
QCT1000001012,0,0,0,0,0,0
QCT1000001013,0,0,0,0,0,0
QCT1000001014,0,0,0,0,0,0
QCT1000001015,0,0,0,0,0,0
QCT1000001016,0,0,0,0,0,0
QCT1000001017,0,0,0,0,0,0
QCT1000001018,0,0,0,0,0,0
QCT1000001019,0,0,0,0,0,0
QCT1000001020,0,0,0,0,0,0
QCT1000001021,0,0,0,0,0,0
QCT1000001022,0,0,0,0,0,0
QCT1000001023,0,0,0,0,0,0
QCT1000001024,0,0,0,0,0,0
QCT1000001025,0,0,0,0,0,0
QCT1000001026,0,0,0,0,0,0
QCT1000001027,0,0,0,0,0,0
QCT1000001028,0,0,0,0,0,0
QCT1000001029,0,0,0,0,0,0
QCT1000001030,0,0,0,0,0,0
QCT1000001031,0,0,0,0,0,0
QCT1000001032,0,0,0,0,0,0
QCT1000001033,0,0,0,0,0,0
QCT1000001034,0,0,0,0,0,0
QCT1000001035,0,0,0,0,0,0
QCT1000001036,0,0,0,0,0,0
QCT1000001037,0,0,0,0,0,0
QCT1000001038,0,0,0,0,0,0
QCT1000001039,0,0,0,0,0,0
QCT1000001040,0,0,0,0,0,0
QCT1000001041,0,0,0,0,0,0
QCT1000001042,0,0,0,0,0,0
QCT1000001043,0,0,0,0,0,0
QCT1000001044,0,0,0,0,0,0
QCT1000001045,0,0,0,0,0,0
QCT1000001046,0,0,0,0,0,0
QCT1000001047,0,0,0,0,0,0
QCT1000001048,0,0,0,0,0,0
QCT1000001049,0,0,0,0,0,0
QCT1000001050,0,0,0,0,0,0
QCT1000001051,0,0,0,0,0,0
QCT1000001052,0,0,0,0,0,0
QCT1000001053,0,0,0,0,0,0
QCT1000001054,0,0,0,0,0,0
QCT1000001055,0,0,0,0,0,0
QCT1000001056,0,0,0,0,0,0
QCT1000001057,0,0,0,0,0,0
QCT1000001058,0,0,0,0,0,0
QCT1000001059,0,0,0,0,0,0
QCT1000001060,0,0,0,0,0,0
QCT1000001061,0,0,0,0,0,0
QCT1000001062,0,0,0,0,0,0
QCT1000001063,0,0,0,0,0,0
QCT1000001064,0,0,0,0,0,0
QCT1000001065,0,0,0,0,0,0
QCT1000001066,0,0,0,0,0,0
QCT1000001067,0,0,0,0,0,0
QCT1000001068,0,0,0,0,0,0
QCT1000001069,0,0,0,0,0,0
QCT1000001070,0,0,0,0,0,0
QCT1000001071,0,0,0,0,0,0
QCT1000001072,0,0,0,0,0,0
QCT1000001073,0,0,0,0,0,0
QCT1000001074,0,0,0,0,0,0
QCT1000001075,0,0,0,0,0,0
QCT1000001076,0,0,0,0,0,0
QCT1000001077,0,0,0,0,0,0
QCT1000001078,0,0,0,0,0,0
QCT1000001079,0,0,0,0,0,0
QCT1000001080,0,0,0,0,0,0
QCT1000001081,0,0,0,0,0,0
QCT1000001082,0,0,0,0,0,0
QCT1000001083,0,0,0,0,0,0
QCT1000001084,0,0,0,0,0,0
QCT1000001085,0,0,0,0,0,0
QCT1000001086,0,0,0,0,0,0
QCT1000001087,0,0,0,0,0,0
QCT1000001088,0,0,0,0,0,0
QCT1000001089,0,0,0,0,0,0
QCT1000001090,0,0,0,0,0,0
QCT1000001091,0,0,0,0,0,0
QCT1000001092,0,0,0,0,0,0
QCT1000001093,0,0,0,0,0,0
QCT1000001094,0,0,0,0,0,0
QCT1000001095,0,0,0,0,0,0
QCT1000001096,0,0,0,0,0,0
QCT1000001097,0,0,0,0,0,0
QCT1000001098,0,0,0,0,0,0
QCT1000001099,0,0,0,0,0,0
QCT1000001100,0,0,0,0,0,0
QCT1000001101,0,0,0,0,0,0
QCT1000001102,0,0,0,0,0,0
QCT1000001103,1,1,1,1,1,1
QCT1000001104,0,0,0,0,0,0
QCT1000001105,0,0,0,0,0,0
QCT1000001106,0,0,0,0,0,0
QCT1000001107,0,0,0,0,0,0
QCT1000001108,0,0,0,0,0,0
QCT1000001109,0,0,0,0,0,0
QCT1000001110,0,0,0,0,0,0
QCT1000001111,0,0,0,0,0,0
QCT1000001112,0,0,0,0,0,0
QCT1000001113,0,0,0,0,0,0
QCT1000001114,0,0,0,0,0,0
QCT1000001115,0,0,0,0,0,0
QCT1000001116,0,0,0,0,0,0
QCT1000001117,0,0,0,0,0,0
QCT1000001118,0,0,0,0,0,0
QCT1000001119,0,0,0,0,0,0
QCT1000001120,0,0,0,0,0,0
QCT1000001121,0,0,0,0,0,0
QCT1000001122,0,0,0,0,0,0
QCT1000001123,0,0,0,0,0,0
QCT1000001124,0,0,0,0,0,0
QCT1000001125,0,0,0,0,0,0
QCT1000001126,0,0,0,0,0,0
QCT1000001127,0,0,0,0,0,0
QCT1000001128,0,0,0,0,0,0
QCT1000001129,0,0,0,0,0,0
QCT1000001130,0,0,0,0,0,0
QCT1000001131,0,0,0,0,0,0
QCT1000001132,0,0,0,0,0,0
QCT1000001133,0,0,0,0,0,0
QCT1000001134,0,0,0,0,0,0
QCT1000001135,0,0,0,0,0,0
QCT1000001136,0,0,0,0,0,0
QCT1000001137,0,0,0,0,0,0
QCT1000001138,0,0,0,0,0,0
QCT1000001139,0,0,0,0,0,0
QCT1000001140,0,0,0,0,0,0
QCT1000001141,0,0,0,0,0,0
QCT1000001142,0,0,0,0,0,0
QCT1000001143,0,0,0,0,0,0
QCT1000001144,0,0,0,0,0,0
QCT1000001145,0,0,0,0,0,0
QCT1000001146,0,0,0,0,0,0
QCT1000001147,0,0,0,0,0,0
QCT1000001148,0,0,0,0,0,0
QCT1000001149,0,0,0,0,0,0
QCT1000001150,0,0,0,0,0,0
QCT1000001151,0,0,0,0,0,0
QCT1000001152,0,0,0,0,0,0
QCT1000001153,0,0,0,0,0,0
QCT1000001154,0,0,0,0,0,0
QCT1000001155,0,0,0,0,0,0
QCT1000001156,0,0,0,0,0,0
QCT1000001157,0,0,0,0,0,0
QCT1000001158,0,0,0,0,0,0
QCT1000001159,0,0,0,0,0,0
QCT1000001160,0,0,0,0,0,0
QCT1000001161,0,0,0,0,0,0
QCT1000001162,0,0,0,0,0,0
QCT1000001163,0,0,0,0,0,0
QCT1000001164,0,0,0,0,0,0
QCT1000001165,0,0,0,0,0,0
QCT1000001166,0,0,0,0,0,0
QCT1000001167,0,0,0,0,0,0
QCT1000001168,0,0,0,0,0,0
QCT1000001169,0,0,0,0,0,0
QCT1000001170,0,0,0,0,0,0
QCT1000001171,0,0,0,0,0,0
QCT1000001172,0,0,0,0,0,0
QCT1000001173,0,0,0,0,0,0
QCT1000001174,0,0,0,0,0,0
QCT1000001175,0,0,0,0,0,0
QCT1000001176,0,0,0,0,0,0
QCT1000001177,0,0,0,0,0,0
QCT1000001178,0,0,0,0,0,0
QCT1000001179,0,0,0,0,0,0
QCT1000001180,0,0,0,0,0,0
QCT1000001181,0,0,0,0,0,0
QCT1000001182,0,0,0,0,0,0
QCT1000001183,1,1,1,1,1,1
QCT1000001184,0,0,0,0,0,0
QCT1000001185,0,0,0,0,0,0
QCT1000001186,1,1,1,1,1,1
QCT1000001187,0,0,0,0,0,0
QCT1000001188,0,0,0,0,0,0
QCT1000001189,0,0,0,0,0,0
QCT1000001190,0,0,0,0,0,0
QCT1000001191,0,0,0,0,0,0
QCT1000001192,0,0,0,0,0,0
QCT1000001193,0,0,0,0,0,0
QCT1000001194,0,0,0,0,0,0
QCT1000001195,0,0,0,0,0,0
QCT1000001196,0,0,0,0,0,0
QCT1000001197,0,0,0,0,0,0
QCT1000001198,0,0,0,0,0,0
QCT1000001199,0,0,0,0,0,0
QCT1000001200,0,0,0,0,0,0
QCT1000001201,1,1,1,1,1,1
QCT1000001202,0,0,0,0,0,0
QCT1000001203,0,0,0,0,0,0
QCT1000001204,0,0,0,0,0,0
QCT1000001205,0,0,0,0,0,0
QCT1000001206,0,0,0,0,0,0
QCT1000001207,0,0,0,0,0,0
QCT1000001208,0,0,0,0,0,0
QCT1000001209,0,0,0,0,0,0
QCT1000001210,0,0,0,0,0,0
QCT1000001211,0,0,0,0,0,0
QCT1000001212,0,0,0,0,0,0
QCT1000001213,0,0,0,0,0,0
QCT1000001214,0,0,0,0,0,0
QCT1000001215,1,1,1,1,1,1
QCT1000001216,0,0,0,0,0,0
QCT1000001217,0,0,0,0,0,0
QCT1000001218,0,0,0,0,0,0
QCT1000001219,1,1,1,1,1,1
QCT1000001220,0,0,0,0,0,0
QCT1000001221,1,1,1,1,1,1
QCT1000001222,0,0,0,0,0,0
QCT1000001223,0,0,0,0,0,0
QCT1000001224,0,0,0,0,0,0
QCT1000001225,0,0,0,0,0,0
QCT1000001226,0,0,0,0,0,0
QCT1000001227,0,0,0,0,0,0
QCT1000001228,0,0,0,0,0,0
QCT1000001229,0,0,0,0,0,0
QCT1000001230,0,0,0,0,0,0
QCT1000001231,0,0,0,0,0,0
QCT1000001232,0,0,0,0,0,0
QCT1000001233,0,0,0,0,0,0
QCT1000001234,0,0,0,0,0,0
QCT1000001235,0,0,0,0,0,0
QCT1000001236,0,0,0,0,0,0
QCT1000001237,0,0,0,0,0,0
QCT1000001238,0,0,0,0,0,0
QCT1000001239,0,0,0,0,0,0
QCT1000001240,0,0,0,0,0,0
QCT1000001241,0,0,0,0,0,0
QCT1000001242,0,0,0,0,0,0
QCT1000001243,0,0,0,0,0,0
QCT1000001244,1,1,1,1,1,1
QCT1000001245,0,0,0,0,0,0
QCT1000001246,0,0,0,0,0,0
QCT1000001247,0,0,0,0,0,0
QCT1000001248,0,0,0,0,0,0
QCT1000001249,0,0,0,0,0,0
QCT1000001250,0,0,0,0,0,0
QCT1000001251,0,0,0,0,0,0
QCT1000001252,0,0,0,0,0,0
QCT1000001253,0,0,0,0,0,0
QCT1000001254,0,0,0,0,0,0
QCT1000001255,0,0,0,0,0,0
QCT1000001256,0,0,0,0,0,0
QCT1000001257,0,0,0,0,0,0
QCT1000001258,0,0,0,0,0,0
QCT1000001259,0,0,0,0,0,0
QCT1000001260,0,0,0,0,0,0
QCT1000001261,0,0,0,0,0,0
QCT1000001262,0,0,0,0,0,0
QCT1000001263,0,0,0,0,0,0
QCT1000001264,0,0,0,0,0,0
QCT1000001265,0,0,0,0,0,0
QCT1000001266,0,0,0,0,0,0
QCT1000001267,0,0,0,0,0,0
QCT1000001268,0,0,0,0,0,0
QCT1000001269,0,0,0,0,0,0
QCT1000001270,0,0,0,0,0,0
QCT1000001271,0,0,0,0,0,0
QCT1000001272,0,0,0,0,0,0
QCT1000001273,0,0,0,0,0,0
QCT1000001274,0,0,0,0,0,0
QCT1000001275,0,0,0,0,0,0
QCT1000001276,0,0,0,0,0,0
QCT1000001277,1,1,1,1,1,1
QCT1000001278,0,0,0,0,0,0
QCT1000001279,0,0,0,0,0,0
QCT1000001280,0,0,0,0,0,0
QCT1000001281,0,0,0,0,0,0
QCT1000001282,0,0,0,0,0,0
QCT1000001283,0,0,0,0,0,0
QCT1000001284,0,0,0,0,0,0
QCT1000001285,0,0,0,0,0,0
QCT1000001286,0,0,0,0,0,0
QCT1000001287,0,0,0,0,0,0
QCT1000001288,0,0,0,0,0,0
QCT1000001289,0,0,0,0,0,0
QCT1000001290,0,0,0,0,0,0
QCT1000001291,0,0,0,0,0,0
QCT1000001292,0,0,0,0,0,0
QCT1000001293,1,1,1,1,1,1
QCT1000001294,0,0,0,0,0,0
QCT1000001295,0,0,0,0,0,0
QCT1000001296,0,0,0,0,0,0
QCT1000001297,0,0,0,0,0,0
QCT1000001298,0,0,0,0,0,0
QCT1000001299,0,0,0,0,0,0
QCT1000001300,0,0,0,0,0,0
QCT1000001301,0,0,0,0,0,0
QCT1000001302,0,0,0,0,0,0
QCT1000001303,0,0,0,0,0,0
QCT1000001304,0,0,0,0,0,0
QCT1000001305,0,0,0,0,0,0
QCT1000001306,0,0,0,0,0,0
QCT1000001307,0,0,0,0,0,0
QCT1000001308,0,0,0,0,0,0
QCT1000001309,0,0,0,0,0,0
QCT1000001310,0,0,0,0,0,0
QCT1000001311,0,0,0,0,0,0
QCT1000001312,1,1,1,1,1,1
QCT1000001313,0,0,0,0,0,0
QCT1000001314,0,0,0,0,0,0
QCT1000001315,0,0,0,0,0,0
QCT1000001316,0,0,0,0,0,0
QCT1000001317,0,0,0,0,0,0
QCT1000001318,0,0,0,0,0,0
QCT1000001319,0,0,0,0,0,0
QCT1000001320,0,0,0,0,0,0
QCT1000001321,0,0,0,0,0,0
QCT1000001322,0,0,0,0,0,0
QCT1000001323,1,1,1,1,1,1
QCT1000001324,0,0,0,0,0,0
QCT1000001325,0,0,0,0,0,0
QCT1000001326,0,0,0,0,0,0
QCT1000001327,0,0,0,0,0,0
QCT1000001328,0,0,0,0,0,0
QCT1000001329,0,0,0,0,0,0
QCT1000001330,0,0,0,0,0,0
QCT1000001331,0,0,0,0,0,0
QCT1000001332,0,0,0,0,0,0
QCT1000001333,0,0,0,0,0,0
QCT1000001334,0,0,0,0,0,0
QCT1000001335,0,0,0,0,0,0
QCT1000001336,0,0,0,0,0,0
QCT1000001337,0,0,0,0,0,0
QCT1000001338,0,0,0,0,0,0
QCT1000001339,0,0,0,0,0,0
QCT1000001340,0,0,0,0,0,0
QCT1000001341,0,0,0,0,0,0
QCT1000001342,0,0,0,0,0,0
QCT1000001343,0,0,0,0,0,0
QCT1000001344,0,0,0,0,0,0
QCT1000001345,1,1,1,1,1,1
QCT1000001346,0,0,0,0,0,0
QCT1000001347,0,0,0,0,0,0
QCT1000001348,0,0,0,0,0,0
QCT1000001349,1,1,1,1,1,1
QCT1000001350,0,0,0,0,0,0
QCT1000001351,0,0,0,0,0,0
QCT1000001352,0,0,0,0,0,0
QCT1000001353,0,0,0,0,0,0
QCT1000001354,0,0,0,0,0,0
QCT1000001355,0,0,0,0,0,0
QCT1000001356,0,0,0,0,0,0
QCT1000001357,0,0,0,0,0,0
QCT1000001358,0,0,0,0,0,0
QCT1000001359,0,0,0,0,0,0
QCT1000001360,0,0,0,0,0,0
QCT1000001361,0,0,0,0,0,0
QCT1000001362,0,0,0,0,0,0
QCT1000001363,0,0,0,0,0,0
QCT1000001364,0,0,0,0,0,0
QCT1000001365,0,0,0,0,0,0
QCT1000001366,0,0,0,0,0,0
QCT1000001367,0,0,0,0,0,0
QCT1000001368,0,0,0,0,0,0
QCT1000001369,0,0,0,0,0,0
QCT1000001370,0,0,0,0,0,0
QCT1000001371,0,0,0,0,0,0
QCT1000001372,0,0,0,0,0,0
QCT1000001373,0,0,0,0,0,0
QCT1000001374,0,0,0,0,0,0
QCT1000001375,0,0,0,0,0,0
QCT1000001376,0,0,0,0,0,0
QCT1000001377,0,0,0,0,0,0
QCT1000001378,0,0,0,0,0,0
QCT1000001379,0,0,0,0,0,0
QCT1000001380,0,0,0,0,0,0
QCT1000001381,0,0,0,0,0,0
QCT1000001382,0,0,0,0,0,0
QCT1000001383,0,0,0,0,0,0
QCT1000001384,0,0,0,0,0,0
QCT1000001385,0,0,0,0,0,0
QCT1000001386,0,0,0,0,0,0
QCT1000001387,1,1,1,1,1,1
QCT1000001388,0,0,0,0,0,0
QCT1000001389,0,0,0,0,0,0
QCT1000001390,0,0,0,0,0,0
QCT1000001391,0,0,0,0,0,0
QCT1000001392,0,0,0,0,0,0
QCT1000001393,0,0,0,0,0,0
QCT1000001394,0,0,0,0,0,0
QCT1000001395,0,0,0,0,0,0
